3
F3 E3 F3 BAR ||| F3 ||| 0.0952363945967
BAR B3 C4 BAR G3 ||| A3 ||| 0.199982801651
BAR B3 C4 BAR G3 ||| F3 ||| 0.399963603494
BAR B3 C4 BAR G3 ||| C4 ||| 0.199982801651
C4 BAR F3 E3 ||| F3 ||| 0.666615004133
C4 BAR F3 E3 ||| E3 ||| 0.333308335333
C4 BAR F3 E3 ||| <UNK> ||| 1.666533344e-06
F2 C3 D3 BAR ||| E3 ||| 0.999530225492
F2 C3 D3 BAR ||| <UNK> ||| 9.99520230289e-06
G3 C4 B3 ||| <UNK> ||| 5.55540741136e-07
G3 C4 B3 ||| A3 ||| 0.777757593131
G3 C4 B3 ||| R ||| 0.0555546296543
G3 C4 B3 ||| G3 ||| 0.0555546296543
G3 C4 B3 ||| C4 ||| 0.111108703768
C4 BAR A3 G3 ||| F3 ||| 0.666563349864
C4 BAR A3 G3 ||| F#3 ||| 0.333283341332
C4 BAR A3 G3 ||| <UNK> ||| 3.33280008532e-06
A2 B2 BAR E3 ||| END ||| 0.999530225492
A2 B2 BAR E3 ||| <UNK> ||| 9.99520230289e-06
BAR C4 C3 C4 ||| <UNK> ||| 3.33280008532e-06
BAR C4 C3 C4 ||| B3 ||| 0.999843358396
F#3 BAR E3 A3 ||| G3 ||| 0.999530225492
F#3 BAR E3 A3 ||| <UNK> ||| 9.99520230289e-06
BAR A2 A#2 B2 ||| E3 ||| 0.999530225492
BAR A2 A#2 B2 ||| <UNK> ||| 9.99520230289e-06
D4 G3 BAR R ||| <UNK> ||| 1.666533344e-06
D4 G3 BAR R ||| A3 ||| 0.166655000933
D4 G3 BAR R ||| R ||| 0.499961669733
D4 G3 BAR R ||| C4 ||| 0.333308335333
D3 E3 F3 ||| F#3 ||| 0.0104167187497
D3 E3 F3 ||| G3 ||| 0.687496666683
D3 E3 F3 ||| A3 ||| 0.0208333333333
D3 E3 F3 ||| B2 ||| 0.0104167187497
D3 E3 F3 ||| C3 ||| 0.0104167187497
D3 E3 F3 ||| D4 ||| 0.0208333333333
D3 E3 F3 ||| <UNK> ||| 1.04166145836e-07
D3 E3 F3 ||| D3 ||| 0.0833330208349
D3 E3 F3 ||| E3 ||| 0.145832708336
D3 E3 F3 ||| C4 ||| 0.0104167187497
E4 D4 G#3 BAR ||| A3 ||| 0.999765056386
E4 D4 G#3 BAR ||| <UNK> ||| 4.99880028793e-06
A2 E3 C3 BAR ||| B2 ||| 0.999530225492
A2 E3 C3 BAR ||| <UNK> ||| 9.99520230289e-06
BAR D4 D3 BAR G3 BAR ||| R ||| 0.999530225492
BAR D4 D3 BAR G3 BAR ||| <UNK> ||| 9.99520230289e-06
G3 A3 BAR A2 ||| A3 ||| 0.999530225492
G3 A3 BAR A2 ||| <UNK> ||| 9.99520230289e-06
C4 D4 E4 ||| F4 ||| 0.244184799899
C4 D4 E4 ||| C#4 ||| 0.0232558004327
C4 D4 E4 ||| A#3 ||| 0.0116279583556
C4 D4 E4 ||| A3 ||| 0.0697671687414
C4 D4 E4 ||| F#4 ||| 0.0348836425099
C4 D4 E4 ||| A4 ||| 0.0232558004327
C4 D4 E4 ||| E4 ||| 0.0348836425099
C4 D4 E4 ||| D4 ||| 0.151162063282
C4 D4 E4 ||| <UNK> ||| 1.16278420772e-07
C4 D4 E4 ||| E3 ||| 0.244184799899
C4 D4 E4 ||| C4 ||| 0.162789905359
BAR F#3 D3 G3 ||| <UNK> ||| 1.4284734761e-06
BAR F#3 D3 G3 ||| F3 ||| 0.571390818915
BAR F#3 D3 G3 ||| G3 ||| 0.142848776084
BAR F#3 D3 G3 ||| D3 ||| 0.142848776084
BAR F#3 D3 G3 ||| B3 ||| 0.142848776084
BAR G#2 E2 A2 ||| B2 ||| 0.999530225492
BAR G#2 E2 A2 ||| <UNK> ||| 9.99520230289e-06
C3 B2 BAR C3 ||| F3 ||| 0.0909060331913
C3 B2 BAR C3 ||| G2 ||| 0.363621405611
C3 B2 BAR C3 ||| B2 ||| 0.181811157331
C3 B2 BAR C3 ||| C2 ||| 0.0909060331913
C3 B2 BAR C3 ||| D3 ||| 0.272716281471
C3 B2 BAR C3 ||| <UNK> ||| 9.090512414e-07
C3 E3 BAR F3 ||| C3 ||| 0.0999962001824
C3 E3 BAR F3 ||| F#3 ||| 0.0999962001824
C3 E3 BAR F3 ||| D3 ||| 0.699967401565
C3 E3 BAR F3 ||| E3 ||| 0.0999962001824
C3 E3 BAR F3 ||| <UNK> ||| 9.99952002304e-07
BAR A3 G3 C#3 ||| C#3 ||| 0.999530225492
BAR A3 G3 C#3 ||| <UNK> ||| 9.99520230289e-06
B2 B2 A2 BAR ||| G#2 ||| 0.999530225492
B2 B2 A2 BAR ||| <UNK> ||| 9.99520230289e-06
A2 D3 BAR D3 ||| C3 ||| 0.999843358396
A2 D3 BAR D3 ||| <UNK> ||| 3.33280008532e-06
C3 F3 F#3 BAR ||| G3 ||| 0.999765056386
C3 F3 F#3 BAR ||| <UNK> ||| 4.99880028793e-06
D3 BAR G2 G3 ||| A3 ||| 0.333283341332
D3 BAR G2 G3 ||| F3 ||| 0.666563349864
D3 BAR G2 G3 ||| <UNK> ||| 3.33280008532e-06
BAR A3 A2 A3 BAR ||| A3 ||| 0.999765056386
BAR A3 A2 A3 BAR ||| <UNK> ||| 4.99880028793e-06
BAR B3 B3 C4 ||| G#3 ||| 0.999530225492
BAR B3 B3 C4 ||| <UNK> ||| 9.99520230289e-06
BAR C4 BAR F3 C3 ||| G3 ||| 0.999530225492
BAR C4 BAR F3 C3 ||| <UNK> ||| 9.99520230289e-06
B3 BAR C4 R BAR ||| R ||| 0.999530225492
B3 BAR C4 R BAR ||| <UNK> ||| 9.99520230289e-06
B3 BAR A3 E3 ||| <UNK> ||| 5.26302493411e-07
B3 BAR A3 E3 ||| A3 ||| 0.210521523667
B3 BAR A3 E3 ||| F3 ||| 0.736824017077
B3 BAR A3 E3 ||| B3 ||| 0.0526307756436
E3 BAR F3 G#2 ||| A2 ||| 0.999530225492
E3 BAR F3 G#2 ||| <UNK> ||| 9.99520230289e-06
E3 BAR F3 C4 BAR ||| <UNK> ||| 9.99520230289e-06
E3 BAR F3 C4 BAR ||| C4 ||| 0.999530225492
B2 A2 BAR G#2 ||| <UNK> ||| 4.99880028793e-06
B2 A2 BAR G#2 ||| A2 ||| 0.499885027593
B2 A2 BAR G#2 ||| E2 ||| 0.499885027593
A3 BAR E3 R ||| C3 ||| 0.333283341332
A3 BAR E3 R ||| A3 ||| 0.333283341332
A3 BAR E3 R ||| F#3 ||| 0.333283341332
A3 BAR E3 R ||| <UNK> ||| 3.33280008532e-06
BAR F3 E3 BAR C4 ||| C#4 ||| 0.333283341332
BAR F3 E3 BAR C4 ||| D4 ||| 0.666563349864
BAR F3 E3 BAR C4 ||| <UNK> ||| 3.33280008532e-06
BAR C3 C4 BAR G#3 ||| F#3 ||| 0.499942506899
BAR C3 C4 BAR G#3 ||| E3 ||| 0.499942506899
BAR C3 C4 BAR G#3 ||| <UNK> ||| 2.499700036e-06
D4 D#4 B3 BAR ||| E4 ||| 0.999765056386
D4 D#4 B3 BAR ||| <UNK> ||| 4.99880028793e-06
C4 BAR F3 C3 BAR ||| G3 ||| 0.999843358396
C4 BAR F3 C3 BAR ||| <UNK> ||| 3.33280008532e-06
A3 BAR A3 A4 ||| G4 ||| 0.999530225492
A3 BAR A3 A4 ||| <UNK> ||| 9.99520230289e-06
G2 BAR A3 G3 ||| F3 ||| 0.999906009023
G2 BAR A3 G3 ||| <UNK> ||| 1.99980801843e-06
G3 BAR F#3 G3 ||| F#3 ||| 0.133329733449
G3 BAR F#3 G3 ||| A3 ||| 0.19999426685
G3 BAR F#3 G3 ||| C3 ||| 0.333323333653
G3 BAR F#3 G3 ||| C4 ||| 0.0666652000469
G3 BAR F#3 G3 ||| D3 ||| 0.266658800252
G3 BAR F#3 G3 ||| <UNK> ||| 6.66645334016e-07
D3 BAR D3 D4 BAR ||| D4 ||| 0.999530225492
D3 BAR D3 D4 BAR ||| <UNK> ||| 9.99520230289e-06
BAR C4 F4 G4 ||| F4 ||| 0.999765056386
BAR C4 F4 G4 ||| <UNK> ||| 4.99880028793e-06
E3 BAR D3 F3 BAR ||| A3 ||| 0.999530225492
E3 BAR D3 F3 BAR ||| <UNK> ||| 9.99520230289e-06
BAR C4 C#4 D4 ||| E4 ||| 0.142848776084
BAR C4 C#4 D4 ||| D#4 ||| 0.571390818915
BAR C4 C#4 D4 ||| <UNK> ||| 1.4284734761e-06
BAR C4 C#4 D4 ||| D4 ||| 0.142848776084
BAR C4 C#4 D4 ||| D3 ||| 0.142848776084
C#3 A2 D3 ||| A2 ||| 0.499885027593
C#3 A2 D3 ||| E3 ||| 0.499885027593
C#3 A2 D3 ||| <UNK> ||| 4.99880028793e-06
BAR E2 E3 D3 ||| C3 ||| 0.999530225492
BAR E2 E3 D3 ||| <UNK> ||| 9.99520230289e-06
B2 E3 A2 ||| F#2 ||| 0.142852959327
B2 E3 A2 ||| END ||| 0.357131326926
B2 E3 A2 ||| A3 ||| 0.285705204393
B2 E3 A2 ||| G#3 ||| 0.0714268367942
B2 E3 A2 ||| A2 ||| 0.0714268367942
B2 E3 A2 ||| E3 ||| 0.0714268367942
B2 E3 A2 ||| <UNK> ||| 7.14261225329e-07
B3 BAR F#3 G3 ||| D3 ||| 0.999843358396
B3 BAR F#3 G3 ||| <UNK> ||| 3.33280008532e-06
A3 E3 A2 BAR ||| A3 ||| 0.999882514098
A3 E3 A2 BAR ||| <UNK> ||| 2.499700036e-06
A2 BAR B2 G#2 ||| A2 ||| 0.999530225492
A2 BAR B2 G#2 ||| <UNK> ||| 9.99520230289e-06
BAR E4 G4 C4 ||| G4 ||| 0.999530225492
BAR E4 G4 C4 ||| <UNK> ||| 9.99520230289e-06
R G3 BAR C3 ||| E3 ||| 0.999530225492
R G3 BAR C3 ||| <UNK> ||| 9.99520230289e-06
E4 D3 D4 ||| <UNK> ||| 9.99520230289e-06
E4 D3 D4 ||| C4 ||| 0.999530225492
BAR R BAR R E4 BAR ||| A4 ||| 0.999765056386
BAR R BAR R E4 BAR ||| <UNK> ||| 4.99880028793e-06
C4 D4 BAR D4 BAR ||| G4 ||| 0.999530225492
C4 D4 BAR D4 BAR ||| <UNK> ||| 9.99520230289e-06
C3 C4 BAR E3 ||| E3 ||| 0.999530225492
C3 C4 BAR E3 ||| <UNK> ||| 9.99520230289e-06
A3 BAR E4 D4 ||| E4 ||| 0.111106296553
A3 BAR E4 D4 ||| <UNK> ||| 1.11105185501e-06
A3 BAR E4 D4 ||| C4 ||| 0.888842595062
BAR G#3 A3 D#3 ||| E3 ||| 0.999530225492
BAR G#3 A3 D#3 ||| <UNK> ||| 9.99520230289e-06
A2 C3 BAR D3 ||| E3 ||| 0.285696123694
A2 C3 BAR D3 ||| B2 ||| 0.714238166526
A2 C3 BAR D3 ||| <UNK> ||| 1.4284734761e-06
BAR G3 F3 BAR E3 ||| C3 ||| 0.2499725033
BAR G3 F3 BAR E3 ||| E4 ||| 0.2499725033
BAR G3 F3 BAR E3 ||| A3 ||| 0.2499725033
BAR G3 F3 BAR E3 ||| D3 ||| 0.2499725033
BAR G3 F3 BAR E3 ||| <UNK> ||| 2.499700036e-06
G3 BAR A3 E3 ||| F3 ||| 0.999906009023
G3 BAR A3 E3 ||| <UNK> ||| 1.99980801843e-06
G3 F#3 D3 BAR ||| G3 ||| 0.999530225492
G3 F#3 D3 BAR ||| <UNK> ||| 9.99520230289e-06
A3 A3 B3 ||| <UNK> ||| 4.99880028793e-06
A3 A3 B3 ||| C4 ||| 0.999765056386
E3 BAR A3 G3 ||| F3 ||| 0.649994966707
E3 BAR A3 G3 ||| G3 ||| 0.0333332333341
E3 BAR A3 G3 ||| C#3 ||| 0.0166666999997
E3 BAR A3 G3 ||| A3 ||| 0.0999993666717
E3 BAR A3 G3 ||| F#3 ||| 0.0333332333341
E3 BAR A3 G3 ||| <UNK> ||| 1.66665333344e-07
E3 BAR A3 G3 ||| E3 ||| 0.0166666999997
E3 BAR A3 G3 ||| C4 ||| 0.149998966675
A2 E3 F#3 ||| G#3 ||| 0.999530225492
A2 E3 F#3 ||| <UNK> ||| 9.99520230289e-06
C3 BAR C3 C4 ||| <UNK> ||| 9.99520230289e-06
C3 BAR C3 C4 ||| B3 ||| 0.999530225492
R E4 BAR A4 ||| G4 ||| 0.999530225492
R E4 BAR A4 ||| <UNK> ||| 9.99520230289e-06
D3 E3 F#3 BAR ||| G#3 ||| 0.111108703768
D3 E3 F#3 BAR ||| G3 ||| 0.888865741358
D3 E3 F#3 BAR ||| <UNK> ||| 5.55540741136e-07
G3 A3 F3 BAR ||| B-3 ||| 0.0833308334333
G3 A3 F3 BAR ||| <UNK> ||| 8.33300001333e-07
G3 A3 F3 BAR ||| D3 ||| 0.0833308334333
G3 A3 F3 BAR ||| C4 ||| 0.833300834633
BAR D4 B3 C4 ||| A3 ||| 0.999765056386
BAR D4 B3 C4 ||| <UNK> ||| 4.99880028793e-06
C3 BAR G2 BAR C3 ||| END ||| 0.999530225492
C3 BAR G2 BAR C3 ||| <UNK> ||| 9.99520230289e-06
G#2 A2 A3 BAR ||| <UNK> ||| 9.99520230289e-06
G#2 A2 A3 BAR ||| B3 ||| 0.999530225492
G3 A3 D3 ||| C3 ||| 0.199982801651
G3 A3 D3 ||| A3 ||| 0.399963603494
G3 A3 D3 ||| <UNK> ||| 1.99980801843e-06
G3 A3 D3 ||| G3 ||| 0.199982801651
G3 A3 D3 ||| B3 ||| 0.199982801651
G2 BAR E3 D3 ||| C3 ||| 0.999530225492
G2 BAR E3 D3 ||| <UNK> ||| 9.99520230289e-06
C4 D4 BAR E3 ||| D3 ||| 0.999530225492
C4 D4 BAR E3 ||| <UNK> ||| 9.99520230289e-06
BAR E3 R F#3 ||| G#3 ||| 0.999530225492
BAR E3 R F#3 ||| <UNK> ||| 9.99520230289e-06
A4 G4 F#4 BAR ||| G4 ||| 0.999530225492
A4 G4 F#4 BAR ||| <UNK> ||| 9.99520230289e-06
E4 F4 BAR E4 ||| G4 ||| 0.0999962001824
E4 F4 BAR E4 ||| G#3 ||| 0.0999962001824
E4 F4 BAR E4 ||| D4 ||| 0.299986600643
E4 F4 BAR E4 ||| C4 ||| 0.299986600643
E4 F4 BAR E4 ||| E3 ||| 0.199991400413
E4 F4 BAR E4 ||| <UNK> ||| 9.99952002304e-07
BAR D3 C3 C3 ||| B-2 ||| 0.999530225492
BAR D3 C3 C3 ||| <UNK> ||| 9.99520230289e-06
A3 B-3 B3 BAR ||| <UNK> ||| 3.33280008532e-06
A3 B-3 B3 BAR ||| C4 ||| 0.999843358396
C4 C4 BAR D4 ||| E4 ||| 0.999765056386
C4 C4 BAR D4 ||| <UNK> ||| 4.99880028793e-06
BAR B3 G3 A3 BAR ||| D3 ||| 0.999530225492
BAR B3 G3 A3 BAR ||| <UNK> ||| 9.99520230289e-06
A2 G2 BAR A2 ||| B2 ||| 0.999530225492
A2 G2 BAR A2 ||| <UNK> ||| 9.99520230289e-06
D3 A2 E3 ||| <UNK> ||| 9.99520230289e-06
D3 A2 E3 ||| C4 ||| 0.999530225492
A2 C3 BAR E3 ||| R ||| 0.999530225492
A2 C3 BAR E3 ||| <UNK> ||| 9.99520230289e-06
B3 C4 BAR G#3 ||| A3 ||| 0.79992520718
B3 C4 BAR G#3 ||| F#3 ||| 0.199982801651
B3 C4 BAR G#3 ||| <UNK> ||| 1.99980801843e-06
E3 B3 C4 BAR ||| <UNK> ||| 9.99520230289e-06
E3 B3 C4 BAR ||| C4 ||| 0.999530225492
BAR C3 R C4 ||| B-3 ||| 0.499885027593
BAR C3 R C4 ||| <UNK> ||| 4.99880028793e-06
BAR C3 R C4 ||| B3 ||| 0.499885027593
BAR F2 G2 C3 ||| C3 ||| 0.999530225492
BAR F2 G2 C3 ||| <UNK> ||| 9.99520230289e-06
BAR E3 E4 D4 BAR ||| <UNK> ||| 9.99520230289e-06
BAR E3 E4 D4 BAR ||| C4 ||| 0.999530225492
BAR E3 E3 A2 ||| A3 ||| 0.499942506899
BAR E3 E3 A2 ||| B2 ||| 0.499942506899
BAR E3 E3 A2 ||| <UNK> ||| 2.499700036e-06
BAR R C4 BAR D4 ||| E4 ||| 0.999530225492
BAR R C4 BAR D4 ||| <UNK> ||| 9.99520230289e-06
BAR C3 ||| G3 ||| 0.0454540082762
BAR C3 ||| B2 ||| 0.0909075620168
BAR C3 ||| C3 ||| 0.0454540082762
BAR C3 ||| <UNK> ||| 4.54535537406e-07
BAR C3 ||| D3 ||| 0.545443099423
BAR C3 ||| E3 ||| 0.136361115757
BAR C3 ||| C4 ||| 0.136361115757
E3 A3 B3 ||| A3 ||| 0.333308335333
E3 A3 B3 ||| <UNK> ||| 1.666533344e-06
E3 A3 B3 ||| C4 ||| 0.666615004133
C4 E3 BAR D3 ||| G3 ||| 0.999906009023
C4 E3 BAR D3 ||| <UNK> ||| 1.99980801843e-06
A3 A2 BAR D3 ||| D#3 ||| 0.999530225492
A3 A2 BAR D3 ||| <UNK> ||| 9.99520230289e-06
B3 E3 E4 BAR ||| A3 ||| 0.999530225492
B3 E3 E4 BAR ||| <UNK> ||| 9.99520230289e-06
E4 F4 E4 BAR ||| D4 ||| 0.749956252625
E4 F4 E4 BAR ||| <UNK> ||| 1.2499250045e-06
E4 F4 E4 BAR ||| C4 ||| 0.249986250825
D3 G3 BAR D4 ||| <UNK> ||| 4.99880028793e-06
D3 G3 BAR D4 ||| B3 ||| 0.499885027593
D3 G3 BAR D4 ||| C4 ||| 0.499885027593
A3 BAR B-3 B3 BAR ||| <UNK> ||| 9.99520230289e-06
A3 BAR B-3 B3 BAR ||| C4 ||| 0.999530225492
F3 BAR E3 D#3 ||| E3 ||| 0.999843358396
F3 BAR E3 D#3 ||| <UNK> ||| 3.33280008532e-06
D4 C4 B-3 BAR ||| A3 ||| 0.79992520718
D4 C4 B-3 BAR ||| <UNK> ||| 1.99980801843e-06
D4 C4 B-3 BAR ||| C4 ||| 0.199982801651
BAR F3 E3 G3 ||| C3 ||| 0.666563349864
BAR F3 E3 G3 ||| F3 ||| 0.333283341332
BAR F3 E3 G3 ||| <UNK> ||| 3.33280008532e-06
C3 G3 BAR A3 ||| B-3 ||| 0.666563349864
C3 G3 BAR A3 ||| G3 ||| 0.333283341332
C3 G3 BAR A3 ||| <UNK> ||| 3.33280008532e-06
G4 C4 E4 BAR ||| A3 ||| 0.333283341332
G4 C4 E4 BAR ||| A4 ||| 0.666563349864
G4 C4 E4 BAR ||| <UNK> ||| 3.33280008532e-06
D4 G3 G3 ||| F3 ||| 0.999530225492
D4 G3 G3 ||| <UNK> ||| 9.99520230289e-06
D3 BAR A3 BAR A3 ||| <UNK> ||| 9.99520230289e-06
D3 BAR A3 BAR A3 ||| B3 ||| 0.999530225492
G3 BAR F#3 B3 ||| E3 ||| 0.999530225492
G3 BAR F#3 B3 ||| <UNK> ||| 9.99520230289e-06
BAR A4 G4 F4 ||| E4 ||| 0.892842194134
BAR A4 G4 F4 ||| D4 ||| 0.0357140306166
BAR A4 G4 F4 ||| G4 ||| 0.0714277040965
BAR A4 G4 F4 ||| <UNK> ||| 3.57136734799e-07
G3 F3 D3 ||| A3 ||| 0.0666652000469
G3 F3 D3 ||| G3 ||| 0.733310534063
G3 F3 D3 ||| E3 ||| 0.19999426685
G3 F3 D3 ||| <UNK> ||| 6.66645334016e-07
E3 BAR A2 E3 ||| A3 ||| 0.499885027593
E3 BAR A2 E3 ||| F#3 ||| 0.499885027593
E3 BAR A2 E3 ||| <UNK> ||| 4.99880028793e-06
BAR E3 E3 BAR E3 ||| F#3 ||| 0.999530225492
BAR E3 E3 BAR E3 ||| <UNK> ||| 9.99520230289e-06
C4 BAR F3 BAR C4 ||| <UNK> ||| 9.99520230289e-06
C4 BAR F3 BAR C4 ||| C4 ||| 0.999530225492
C4 C4 BAR G3 BAR ||| <UNK> ||| 2.499700036e-06
C4 C4 BAR G3 BAR ||| R ||| 0.499942506899
C4 C4 BAR G3 BAR ||| G3 ||| 0.2499725033
C4 C4 BAR G3 BAR ||| C4 ||| 0.2499725033
B3 A3 F#3 ||| <UNK> ||| 4.99880028793e-06
B3 A3 F#3 ||| B3 ||| 0.999765056386
D3 C3 E3 BAR ||| F3 ||| 0.499885027593
D3 C3 E3 BAR ||| D3 ||| 0.499885027593
D3 C3 E3 BAR ||| <UNK> ||| 4.99880028793e-06
B-4 A4 G4 BAR ||| F4 ||| 0.499971251725
B-4 A4 G4 BAR ||| A4 ||| 0.499971251725
B-4 A4 G4 BAR ||| <UNK> ||| 1.2499250045e-06
E3 BAR A3 E3 BAR ||| F3 ||| 0.999765056386
E3 BAR A3 E3 BAR ||| <UNK> ||| 4.99880028793e-06
BAR E3 R A3 ||| <UNK> ||| 1.99980801843e-06
BAR E3 R A3 ||| C4 ||| 0.199982801651
BAR E3 R A3 ||| G3 ||| 0.399963603494
BAR E3 R A3 ||| B3 ||| 0.399963603494
A3 BAR E3 D3 ||| C3 ||| 0.555541296677
A3 BAR E3 D3 ||| E3 ||| 0.444433148449
A3 BAR E3 D3 ||| <UNK> ||| 5.55540741136e-07
E-3 D3 C3 BAR ||| B-2 ||| 0.499885027593
E-3 D3 C3 BAR ||| B2 ||| 0.499885027593
E-3 D3 C3 BAR ||| <UNK> ||| 4.99880028793e-06
R BAR C4 B3 ||| A3 ||| 0.999765056386
R BAR C4 B3 ||| <UNK> ||| 4.99880028793e-06
G3 BAR C3 BAR R ||| <UNK> ||| 4.99880028793e-06
G3 BAR C3 BAR R ||| C4 ||| 0.999765056386
BAR B2 E3 BAR D3 ||| B2 ||| 0.999765056386
BAR B2 E3 BAR D3 ||| <UNK> ||| 4.99880028793e-06
B2 E3 C3 BAR ||| G3 ||| 0.499885027593
B2 E3 C3 BAR ||| D3 ||| 0.499885027593
B2 E3 C3 BAR ||| <UNK> ||| 4.99880028793e-06
BAR C4 D4 E4 BAR ||| F4 ||| 0.285696123694
BAR C4 D4 E4 BAR ||| B3 ||| 0.142848776084
BAR C4 D4 E4 BAR ||| E4 ||| 0.142848776084
BAR C4 D4 E4 BAR ||| D4 ||| 0.142848776084
BAR C4 D4 E4 BAR ||| C4 ||| 0.285696123694
BAR C4 D4 E4 BAR ||| <UNK> ||| 1.4284734761e-06
F#3 E3 BAR B3 ||| B2 ||| 0.166655000933
F#3 E3 BAR B3 ||| E3 ||| 0.833268338533
F#3 E3 BAR B3 ||| <UNK> ||| 1.666533344e-06
F3 BAR E3 E4 ||| D4 ||| 0.999765056386
F3 BAR E3 E4 ||| <UNK> ||| 4.99880028793e-06
A3 A2 BAR E3 ||| F3 ||| 0.499885027593
A3 A2 BAR E3 ||| C#3 ||| 0.499885027593
A3 A2 BAR E3 ||| <UNK> ||| 4.99880028793e-06
B-3 B3 BAR C4 ||| <UNK> ||| 3.33280008532e-06
B-3 B3 BAR C4 ||| G3 ||| 0.333283341332
B-3 B3 BAR C4 ||| B3 ||| 0.666563349864
BAR A3 BAR A3 ||| G3 ||| 0.454526529751
BAR A3 BAR A3 ||| G#3 ||| 0.181811157331
BAR A3 BAR A3 ||| B3 ||| 0.181811157331
BAR A3 BAR A3 ||| D3 ||| 0.0909060331913
BAR A3 BAR A3 ||| E3 ||| 0.0909060331913
BAR A3 BAR A3 ||| <UNK> ||| 9.090512414e-07
BAR E3 R E3 ||| D3 ||| 0.999765056386
BAR E3 R E3 ||| <UNK> ||| 4.99880028793e-06
BAR A3 G3 BAR C4 ||| <UNK> ||| 2.499700036e-06
BAR A3 G3 BAR C4 ||| B3 ||| 0.749912510499
BAR A3 G3 BAR C4 ||| C4 ||| 0.2499725033
A3 E4 C4 BAR ||| D4 ||| 0.999530225492
A3 E4 C4 BAR ||| <UNK> ||| 9.99520230289e-06
B2 C3 BAR D3 ||| G2 ||| 0.199982801651
B2 C3 BAR D3 ||| D3 ||| 0.199982801651
B2 C3 BAR D3 ||| B2 ||| 0.199982801651
B2 C3 BAR D3 ||| D#3 ||| 0.199982801651
B2 C3 BAR D3 ||| E3 ||| 0.199982801651
B2 C3 BAR D3 ||| <UNK> ||| 1.99980801843e-06
G3 D#3 E3 BAR ||| <UNK> ||| 4.99880028793e-06
G3 D#3 E3 BAR ||| B3 ||| 0.999765056386
A3 BAR G3 D3 ||| F3 ||| 0.333308335333
A3 BAR G3 D3 ||| G3 ||| 0.333308335333
A3 BAR G3 D3 ||| E3 ||| 0.333308335333
A3 BAR G3 D3 ||| <UNK> ||| 1.666533344e-06
F3 G3 BAR D3 ||| E3 ||| 0.999530225492
F3 G3 BAR D3 ||| <UNK> ||| 9.99520230289e-06
C3 BAR F3 F#3 ||| G3 ||| 0.999765056386
C3 BAR F3 F#3 ||| <UNK> ||| 4.99880028793e-06
BAR G4 D#4 E4 ||| <UNK> ||| 4.99880028793e-06
BAR G4 D#4 E4 ||| C4 ||| 0.999765056386
C4 A3 BAR D#3 ||| E3 ||| 0.999530225492
C4 A3 BAR D#3 ||| <UNK> ||| 9.99520230289e-06
BAR D4 G4 BAR C5 ||| B4 ||| 0.999530225492
BAR D4 G4 BAR C5 ||| <UNK> ||| 9.99520230289e-06
G2 C3 G2 BAR ||| A2 ||| 0.999530225492
G2 C3 G2 BAR ||| <UNK> ||| 9.99520230289e-06
BAR G3 G#3 A3 BAR ||| A3 ||| 0.999765056386
BAR G3 G#3 A3 BAR ||| <UNK> ||| 4.99880028793e-06
G#2 A2 G2 ||| F2 ||| 0.999530225492
G#2 A2 G2 ||| <UNK> ||| 9.99520230289e-06
C3 BAR G2 G3 BAR ||| G3 ||| 0.999530225492
C3 BAR G2 G3 BAR ||| <UNK> ||| 9.99520230289e-06
G3 C4 E4 BAR ||| F4 ||| 0.999765056386
G3 C4 E4 BAR ||| <UNK> ||| 4.99880028793e-06
B2 A2 B2 ||| C3 ||| 0.199982801651
B2 A2 B2 ||| A2 ||| 0.399963603494
B2 A2 B2 ||| G2 ||| 0.199982801651
B2 A2 B2 ||| C#3 ||| 0.199982801651
B2 A2 B2 ||| <UNK> ||| 1.99980801843e-06
BAR A4 A3 A4 ||| G4 ||| 0.999530225492
BAR A4 A3 A4 ||| <UNK> ||| 9.99520230289e-06
BAR A2 R A3 BAR ||| E3 ||| 0.999530225492
BAR A2 R A3 BAR ||| <UNK> ||| 9.99520230289e-06
BAR C#3 D3 G2 ||| C3 ||| 0.999765056386
BAR C#3 D3 G2 ||| <UNK> ||| 4.99880028793e-06
A3 D3 BAR B3 ||| G3 ||| 0.999530225492
A3 D3 BAR B3 ||| <UNK> ||| 9.99520230289e-06
A3 G3 G3 BAR ||| C3 ||| 0.999765056386
A3 G3 G3 BAR ||| <UNK> ||| 4.99880028793e-06
E4 E4 D4 ||| E4 ||| 0.999530225492
E4 E4 D4 ||| <UNK> ||| 9.99520230289e-06
A2 G3 BAR C3 ||| D3 ||| 0.999530225492
A2 G3 BAR C3 ||| <UNK> ||| 9.99520230289e-06
BAR D4 G4 A4 ||| A3 ||| 0.999882514098
BAR D4 G4 A4 ||| <UNK> ||| 2.499700036e-06
A3 B-3 C#3 BAR ||| D3 ||| 0.999530225492
A3 B-3 C#3 BAR ||| <UNK> ||| 9.99520230289e-06
BAR F#3 D#4 E4 ||| A3 ||| 0.999765056386
BAR F#3 D#4 E4 ||| <UNK> ||| 4.99880028793e-06
F3 G3 BAR F#3 ||| G#3 ||| 0.499885027593
F3 G3 BAR F#3 ||| G3 ||| 0.499885027593
F3 G3 BAR F#3 ||| <UNK> ||| 4.99880028793e-06
R A4 BAR D4 ||| G4 ||| 0.999530225492
R A4 BAR D4 ||| <UNK> ||| 9.99520230289e-06
D3 G2 E3 ||| F#3 ||| 0.249986250825
