3
A4 BAR G4 E4 BAR ||| F4 ||| 0.499885027593
F4 E4 BAR F#4 ||| G4 ||| 0.499885027593
F4 E4 BAR F#4 ||| B3 ||| 0.499885027593
B3 B3 A3 ||| E4 ||| 0.142848776084
B3 B3 A3 ||| A3 ||| 0.285696123694
B3 B3 A3 ||| G3 ||| 0.285696123694
B3 B3 A3 ||| G#3 ||| 0.285696123694
B3 B3 A3 ||| <UNK> ||| 1.4284734761e-06
E4 F4 BAR F#4 ||| E4 ||| 0.666563349864
E4 F4 BAR F#4 ||| <UNK> ||| 3.33280008532e-06
E4 F4 BAR F#4 ||| B3 ||| 0.333283341332
A3 D4 D4 ||| G4 ||| 0.124993750375
A3 D4 D4 ||| C#4 ||| 0.124993750375
A3 D4 D4 ||| B4 ||| 0.124993750375
A3 D4 D4 ||| B3 ||| 0.124993750375
A3 D4 D4 ||| D#4 ||| 0.124993750375
A3 D4 D4 ||| <UNK> ||| 1.2499250045e-06
A3 D4 D4 ||| C4 ||| 0.374978751275
F4 F4 E4 BAR ||| F4 ||| 0.357131326926
F4 F4 E4 BAR ||| A3 ||| 0.0714268367942
F4 F4 E4 BAR ||| R ||| 0.0714268367942
F4 F4 E4 BAR ||| A4 ||| 0.0714268367942
F4 F4 E4 BAR ||| E4 ||| 0.285705204393
F4 F4 E4 BAR ||| D4 ||| 0.142852959327
F4 F4 E4 BAR ||| <UNK> ||| 7.14261225329e-07
C5 A4 D5 BAR ||| E5 ||| 0.79992520718
C5 A4 D5 BAR ||| D5 ||| 0.199982801651
C5 A4 D5 BAR ||| <UNK> ||| 1.99980801843e-06
BAR B4 A4 D5 ||| B4 ||| 0.499885027593
BAR B4 A4 D5 ||| D5 ||| 0.499885027593
BAR B4 A4 D5 ||| <UNK> ||| 4.99880028793e-06
BAR C4 F4 B3 ||| D4 ||| 0.2499725033
BAR C4 F4 B3 ||| <UNK> ||| 2.499700036e-06
BAR C4 F4 B3 ||| G3 ||| 0.2499725033
BAR C4 F4 B3 ||| C4 ||| 0.499942506899
G#4 BAR C5 B4 ||| A4 ||| 0.999530225492
G#4 BAR C5 B4 ||| <UNK> ||| 9.99520230289e-06
E-4 D4 BAR E-4 ||| D4 ||| 0.999530225492
E-4 D4 BAR E-4 ||| <UNK> ||| 9.99520230289e-06
BAR C5 A4 E4 BAR ||| <UNK> ||| 9.99520230289e-06
BAR C5 A4 E4 BAR ||| C4 ||| 0.999530225492
E5 D5 C#5 ||| END ||| 0.999530225492
E5 D5 C#5 ||| <UNK> ||| 9.99520230289e-06
G3 B3 BAR D4 ||| D4 ||| 0.999530225492
G3 B3 BAR D4 ||| <UNK> ||| 9.99520230289e-06
C5 C5 BAR B4 ||| B-4 ||| 0.333283341332
C5 C5 BAR B4 ||| C5 ||| 0.666563349864
C5 C5 BAR B4 ||| <UNK> ||| 3.33280008532e-06
A4 BAR D#4 E4 ||| D#4 ||| 0.999882514098
A4 BAR D#4 E4 ||| <UNK> ||| 2.499700036e-06
E4 C5 B-4 BAR ||| A4 ||| 0.999530225492
E4 C5 B-4 BAR ||| <UNK> ||| 9.99520230289e-06
BAR C5 B-4 B-4 BAR ||| B4 ||| 0.999882514098
BAR C5 B-4 B-4 BAR ||| <UNK> ||| 2.499700036e-06
BAR A4 A4 BAR G4 ||| E4 ||| 0.124993750375
BAR A4 A4 BAR G4 ||| G4 ||| 0.374978751275
BAR A4 A4 BAR G4 ||| F#4 ||| 0.124993750375
BAR A4 A4 BAR G4 ||| A4 ||| 0.374978751275
BAR A4 A4 BAR G4 ||| <UNK> ||| 1.2499250045e-06
G#4 BAR A4 R BAR ||| R ||| 0.999530225492
G#4 BAR A4 R BAR ||| <UNK> ||| 9.99520230289e-06
C4 G3 BAR C4 ||| <UNK> ||| 4.99880028793e-06
C4 G3 BAR C4 ||| B3 ||| 0.999765056386
BAR R C5 B4 ||| A4 ||| 0.999843358396
BAR R C5 B4 ||| <UNK> ||| 3.33280008532e-06
D4 BAR C4 D4 ||| G3 ||| 0.0227272520663
D4 BAR C4 D4 ||| B3 ||| 0.0227272520663
D4 BAR C4 D4 ||| E4 ||| 0.840900144726
D4 BAR C4 D4 ||| D4 ||| 0.0227272520663
D4 BAR C4 D4 ||| C4 ||| 0.0909083264546
D4 BAR C4 D4 ||| <UNK> ||| 2.27270247961e-07
A4 F#4 E4 ||| D#4 ||| 0.333283341332
A4 F#4 E4 ||| F#4 ||| 0.666563349864
A4 F#4 E4 ||| <UNK> ||| 3.33280008532e-06
C4 BAR G4 G4 ||| <UNK> ||| 9.99520230289e-06
C4 BAR G4 G4 ||| C4 ||| 0.999530225492
C5 C5 BAR C5 ||| B4 ||| 0.36841227169
C5 C5 BAR C5 ||| A4 ||| 0.105261024985
C5 C5 BAR C5 ||| B-4 ||| 0.0526307756436
C5 C5 BAR C5 ||| D5 ||| 0.210521523667
C5 C5 BAR C5 ||| C5 ||| 0.263151773008
C5 C5 BAR C5 ||| <UNK> ||| 5.26302493411e-07
C#4 BAR D4 A3 ||| A3 ||| 0.499885027593
C#4 BAR D4 A3 ||| <UNK> ||| 4.99880028793e-06
C#4 BAR D4 A3 ||| B3 ||| 0.499885027593
BAR A3 B3 C4 ||| F4 ||| 0.148934861942
BAR A3 B3 C4 ||| A3 ||| 0.0638293481258
BAR A3 B3 C4 ||| B3 ||| 0.19148761885
BAR A3 B3 C4 ||| D4 ||| 0.340422268028
BAR A3 B3 C4 ||| C4 ||| 0.255316754212
BAR A3 B3 C4 ||| <UNK> ||| 2.1276378454e-07
BAR E-4 D4 G4 ||| E-4 ||| 0.999530225492
BAR E-4 D4 G4 ||| <UNK> ||| 9.99520230289e-06
C5 A4 BAR B4 ||| E5 ||| 0.999530225492
C5 A4 BAR B4 ||| <UNK> ||| 9.99520230289e-06
BAR B3 A3 F#3 ||| G#3 ||| 0.999530225492
BAR B3 A3 F#3 ||| <UNK> ||| 9.99520230289e-06
D5 BAR C5 A4 ||| B4 ||| 0.999530225492
D5 BAR C5 A4 ||| <UNK> ||| 9.99520230289e-06
D4 E4 C5 ||| B-4 ||| 0.999530225492
D4 E4 C5 ||| <UNK> ||| 9.99520230289e-06
BAR A3 D4 BAR G3 ||| G3 ||| 0.999530225492
BAR A3 D4 BAR G3 ||| <UNK> ||| 9.99520230289e-06
BAR D4 E4 F4 ||| G4 ||| 0.361698646482
BAR D4 E4 F4 ||| F4 ||| 0.0425529696718
BAR D4 E4 F4 ||| E-4 ||| 0.0212765912178
BAR D4 E4 F4 ||| A4 ||| 0.0425529696718
BAR D4 E4 F4 ||| B3 ||| 0.0851057265798
BAR D4 E4 F4 ||| E4 ||| 0.40425140339
BAR D4 E4 F4 ||| D4 ||| 0.0425529696718
BAR D4 E4 F4 ||| <UNK> ||| 2.1276378454e-07
E4 D4 G3 BAR ||| A3 ||| 0.999530225492
E4 D4 G3 BAR ||| <UNK> ||| 9.99520230289e-06
E4 BAR A4 C5 BAR ||| D5 ||| 0.999530225492
E4 BAR A4 C5 BAR ||| <UNK> ||| 9.99520230289e-06
BAR G4 E4 C4 ||| E4 ||| 0.666563349864
BAR G4 E4 C4 ||| F4 ||| 0.333283341332
BAR G4 E4 C4 ||| <UNK> ||| 3.33280008532e-06
B3 BAR B3 G#3 ||| E3 ||| 0.999530225492
B3 BAR B3 G#3 ||| <UNK> ||| 9.99520230289e-06
G4 BAR F4 D4 ||| <UNK> ||| 1.2499250045e-06
G4 BAR F4 D4 ||| G4 ||| 0.499971251725
G4 BAR F4 D4 ||| C4 ||| 0.499971251725
B3 D4 BAR E4 ||| D4 ||| 0.749912510499
B3 D4 BAR E4 ||| A3 ||| 0.2499725033
B3 D4 BAR E4 ||| <UNK> ||| 2.499700036e-06
BAR G4 E4 R ||| G4 ||| 0.999530225492
BAR G4 E4 R ||| <UNK> ||| 9.99520230289e-06
E4 BAR D4 D4 ||| G3 ||| 0.0769210059936
E4 BAR D4 D4 ||| A3 ||| 0.153841242785
E4 BAR D4 D4 ||| E4 ||| 0.0769210059936
E4 BAR D4 D4 ||| D4 ||| 0.307681716367
E4 BAR D4 D4 ||| C4 ||| 0.384601953159
E4 BAR D4 D4 ||| <UNK> ||| 7.69202367913e-07
G#4 A4 F4 BAR ||| E4 ||| 0.999530225492
G#4 A4 F4 BAR ||| <UNK> ||| 9.99520230289e-06
E-4 D4 D4 BAR ||| E4 ||| 0.999765056386
E-4 D4 D4 BAR ||| <UNK> ||| 4.99880028793e-06
G4 A4 F#4 ||| D4 ||| 0.399963603494
G4 A4 F#4 ||| G4 ||| 0.599944405337
G4 A4 F#4 ||| <UNK> ||| 1.99980801843e-06
D4 D3 G3 ||| F3 ||| 0.999765056386
D4 D3 G3 ||| <UNK> ||| 4.99880028793e-06
B3 BAR G3 BAR E4 ||| E4 ||| 0.499885027593
B3 BAR G3 BAR E4 ||| <UNK> ||| 4.99880028793e-06
B3 BAR G3 BAR E4 ||| B3 ||| 0.499885027593
BAR D4 G4 F#4 BAR ||| D4 ||| 0.999530225492
BAR D4 G4 F#4 BAR ||| <UNK> ||| 9.99520230289e-06
BAR E4 A4 BAR A4 ||| B4 ||| 0.999765056386
BAR E4 A4 BAR A4 ||| <UNK> ||| 4.99880028793e-06
G3 G4 BAR A4 ||| G4 ||| 0.999765056386
G3 G4 BAR A4 ||| <UNK> ||| 4.99880028793e-06
F#4 BAR G4 C5 BAR ||| C5 ||| 0.999530225492
F#4 BAR G4 C5 BAR ||| <UNK> ||| 9.99520230289e-06
BAR D4 C#4 A3 BAR ||| D4 ||| 0.999843358396
BAR D4 C#4 A3 BAR ||| <UNK> ||| 3.33280008532e-06
A3 G3 C4 BAR ||| <UNK> ||| 1.666533344e-06
A3 G3 C4 BAR ||| D4 ||| 0.333308335333
A3 G3 C4 BAR ||| B3 ||| 0.166655000933
A3 G3 C4 BAR ||| C4 ||| 0.499961669733
G4 C5 B-4 BAR ||| A4 ||| 0.999843358396
G4 C5 B-4 BAR ||| <UNK> ||| 3.33280008532e-06
C4 BAR B3 R ||| B3 ||| 0.285696123694
C4 BAR B3 R ||| E4 ||| 0.285696123694
C4 BAR B3 R ||| G4 ||| 0.285696123694
C4 BAR B3 R ||| <UNK> ||| 1.4284734761e-06
C4 BAR B3 R ||| C4 ||| 0.142848776084
R G4 BAR G4 ||| G4 ||| 0.18749500015
R G4 BAR G4 ||| F4 ||| 0.312491250262
R G4 BAR G4 ||| A4 ||| 0.312491250262
R G4 BAR G4 ||| E4 ||| 0.0624987500375
R G4 BAR G4 ||| F#4 ||| 0.0624987500375
R G4 BAR G4 ||| <UNK> ||| 6.24981250562e-07
R G4 BAR G4 ||| C4 ||| 0.0624987500375
BAR C5 C5 B4 ||| B-4 ||| 0.199982801651
BAR C5 C5 B4 ||| A4 ||| 0.599944405337
BAR C5 C5 B4 ||| C5 ||| 0.199982801651
BAR C5 C5 B4 ||| <UNK> ||| 1.99980801843e-06
C5 BAR A4 A4 ||| G4 ||| 0.666563349864
C5 BAR A4 A4 ||| G#4 ||| 0.333283341332
C5 BAR A4 A4 ||| <UNK> ||| 3.33280008532e-06
A4 B4 BAR B4 ||| E4 ||| 0.142848776084
A4 B4 BAR B4 ||| D4 ||| 0.142848776084
A4 B4 BAR B4 ||| A4 ||| 0.714238166526
A4 B4 BAR B4 ||| <UNK> ||| 1.4284734761e-06
B4 G#4 BAR A4 ||| A4 ||| 0.999530225492
B4 G#4 BAR A4 ||| <UNK> ||| 9.99520230289e-06
B4 B4 BAR B4 ||| B4 ||| 0.79992520718
B4 B4 BAR B4 ||| A4 ||| 0.199982801651
B4 B4 BAR B4 ||| <UNK> ||| 1.99980801843e-06
E4 A3 BAR A3 ||| G#3 ||| 0.874948753075
E4 A3 BAR A3 ||| D4 ||| 0.124993750375
E4 A3 BAR A3 ||| <UNK> ||| 1.2499250045e-06
C#4 D4 C4 BAR ||| <UNK> ||| 4.99880028793e-06
C#4 D4 C4 BAR ||| B3 ||| 0.999765056386
G4 G4 F4 ||| E4 ||| 0.846143688488
G4 G4 F4 ||| G4 ||| 0.0512816765332
G4 G4 F4 ||| F4 ||| 0.102563096659
G4 G4 F4 ||| <UNK> ||| 2.56407100631e-07
BAR F#4 G4 D#4 ||| E4 ||| 0.999765056386
BAR F#4 G4 D#4 ||| <UNK> ||| 4.99880028793e-06
BAR R BAR R C5 ||| A4 ||| 0.499885027593
BAR R BAR R C5 ||| C5 ||| 0.499885027593
BAR R BAR R C5 ||| <UNK> ||| 4.99880028793e-06
B3 BAR G#3 G#3 BAR ||| A3 ||| 0.999530225492
B3 BAR G#3 G#3 BAR ||| <UNK> ||| 9.99520230289e-06
BAR C4 C4 F4 ||| D4 ||| 0.999765056386
BAR C4 C4 F4 ||| <UNK> ||| 4.99880028793e-06
F#4 B4 A4 ||| G#4 ||| 0.999530225492
F#4 B4 A4 ||| <UNK> ||| 9.99520230289e-06
A3 B3 BAR B3 ||| G#3 ||| 0.499885027593
A3 B3 BAR B3 ||| <UNK> ||| 4.99880028793e-06
A3 B3 BAR B3 ||| B3 ||| 0.499885027593
D4 A3 B3 ||| <UNK> ||| 9.99520230289e-06
D4 A3 B3 ||| C4 ||| 0.999530225492
F#4 D4 BAR F4 ||| G4 ||| 0.999530225492
F#4 D4 BAR F4 ||| <UNK> ||| 9.99520230289e-06
BAR G4 G4 A4 BAR ||| B4 ||| 0.249986250825
BAR G4 G4 A4 BAR ||| D4 ||| 0.499971251725
BAR G4 G4 A4 BAR ||| G4 ||| 0.124993750375
BAR G4 G4 A4 BAR ||| A4 ||| 0.124993750375
BAR G4 G4 A4 BAR ||| <UNK> ||| 1.2499250045e-06
R G3 BAR B3 ||| F#4 ||| 0.999530225492
R G3 BAR B3 ||| <UNK> ||| 9.99520230289e-06
BAR B3 BAR E4 E4 BAR ||| E4 ||| 0.999530225492
BAR B3 BAR E4 E4 BAR ||| <UNK> ||| 9.99520230289e-06
A3 E4 D4 BAR ||| C#4 ||| 0.333308335333
A3 E4 D4 BAR ||| <UNK> ||| 1.666533344e-06
A3 E4 D4 BAR ||| C4 ||| 0.666615004133
D5 G4 E-5 ||| D5 ||| 0.999530225492
D5 G4 E-5 ||| <UNK> ||| 9.99520230289e-06
B3 BAR E4 G4 ||| G4 ||| 0.999530225492
B3 BAR E4 G4 ||| <UNK> ||| 9.99520230289e-06
BAR R G4 C5 ||| C5 ||| 0.999530225492
BAR R G4 C5 ||| <UNK> ||| 9.99520230289e-06
C#4 D4 F3 ||| G3 ||| 0.999921672933
C#4 D4 F3 ||| <UNK> ||| 1.666533344e-06
G#4 A4 F#4 BAR ||| G4 ||| 0.999765056386
G#4 A4 F#4 BAR ||| <UNK> ||| 4.99880028793e-06
BAR C4 C4 B3 BAR ||| E4 ||| 0.0909060331913
BAR C4 C4 B3 BAR ||| A3 ||| 0.363621405611
BAR C4 C4 B3 BAR ||| <UNK> ||| 9.090512414e-07
BAR C4 C4 B3 BAR ||| C4 ||| 0.545431653891
F4 B3 C4 BAR ||| <UNK> ||| 1.11105185501e-06
F4 B3 C4 BAR ||| D4 ||| 0.222211482054
F4 B3 C4 BAR ||| B3 ||| 0.111106296553
F4 B3 C4 BAR ||| F4 ||| 0.555527038558
F4 B3 C4 BAR ||| C4 ||| 0.111106296553
G#4 A4 A4 BAR ||| G4 ||| 0.166655000933
G#4 A4 A4 BAR ||| A4 ||| 0.666615004133
G#4 A4 A4 BAR ||| C5 ||| 0.166655000933
G#4 A4 A4 BAR ||| <UNK> ||| 1.666533344e-06
BAR D5 B4 BAR G4 ||| A4 ||| 0.999530225492
BAR D5 B4 BAR G4 ||| <UNK> ||| 9.99520230289e-06
BAR A4 C5 B4 BAR ||| A4 ||| 0.999530225492
BAR A4 C5 B4 BAR ||| <UNK> ||| 9.99520230289e-06
F5 B4 BAR A4 ||| A4 ||| 0.999530225492
F5 B4 BAR A4 ||| <UNK> ||| 9.99520230289e-06
G5 BAR F5 E5 ||| E-5 ||| 0.999765056386
G5 BAR F5 E5 ||| <UNK> ||| 4.99880028793e-06
B4 BAR C5 C5 BAR ||| F4 ||| 0.2499725033
B4 BAR C5 C5 BAR ||| C5 ||| 0.749912510499
B4 BAR C5 C5 BAR ||| <UNK> ||| 2.499700036e-06
A4 F#4 BAR G#4 BAR ||| E4 ||| 0.999530225492
A4 F#4 BAR G#4 BAR ||| <UNK> ||| 9.99520230289e-06
G4 E4 BAR C4 ||| D4 ||| 0.499885027593
G4 E4 BAR C4 ||| F4 ||| 0.499885027593
G4 E4 BAR C4 ||| <UNK> ||| 4.99880028793e-06
C4 BAR D4 D4 BAR ||| D4 ||| 0.499885027593
C4 BAR D4 D4 BAR ||| <UNK> ||| 4.99880028793e-06
C4 BAR D4 D4 BAR ||| C4 ||| 0.499885027593
R C5 BAR C5 ||| B4 ||| 0.166655000933
R C5 BAR C5 ||| C5 ||| 0.499961669733
R C5 BAR C5 ||| A4 ||| 0.166655000933
R C5 BAR C5 ||| B-4 ||| 0.166655000933
R C5 BAR C5 ||| <UNK> ||| 1.666533344e-06
BAR G4 E4 C#4 ||| F#4 ||| 0.999530225492
BAR G4 E4 C#4 ||| <UNK> ||| 9.99520230289e-06
BAR A4 G#4 E4 ||| E4 ||| 0.199982801651
BAR A4 G#4 E4 ||| END ||| 0.79992520718
BAR A4 G#4 E4 ||| <UNK> ||| 1.99980801843e-06
BAR B4 E4 F#4 ||| G4 ||| 0.499942506899
BAR B4 E4 F#4 ||| G#4 ||| 0.499942506899
BAR B4 E4 F#4 ||| <UNK> ||| 2.499700036e-06
E4 BAR E4 A3 ||| G#3 ||| 0.499885027593
E4 BAR E4 A3 ||| <UNK> ||| 4.99880028793e-06
E4 BAR E4 A3 ||| B3 ||| 0.499885027593
B3 BAR C#4 C#4 ||| D4 ||| 0.999530225492
B3 BAR C#4 C#4 ||| <UNK> ||| 9.99520230289e-06
BAR C4 B3 A3 BAR ||| E4 ||| 0.749912510499
BAR C4 B3 A3 BAR ||| G3 ||| 0.2499725033
BAR C4 B3 A3 BAR ||| <UNK> ||| 2.499700036e-06
B3 E4 BAR A4 ||| G#4 ||| 0.999530225492
B3 E4 BAR A4 ||| <UNK> ||| 9.99520230289e-06
G4 G4 D4 ||| <UNK> ||| 3.33280008532e-06
G4 G4 D4 ||| G4 ||| 0.666563349864
G4 G4 D4 ||| C4 ||| 0.333283341332
E4 BAR C4 BAR E4 ||| E4 ||| 0.999530225492
E4 BAR C4 BAR E4 ||| <UNK> ||| 9.99520230289e-06
E5 B4 BAR C5 ||| <UNK> ||| 2.499700036e-06
E5 B4 BAR C5 ||| R ||| 0.499942506899
E5 B4 BAR C5 ||| G4 ||| 0.2499725033
E5 B4 BAR C5 ||| D5 ||| 0.2499725033
BAR B3 C#4 C#4 BAR ||| D4 ||| 0.999530225492
BAR B3 C#4 C#4 BAR ||| <UNK> ||| 9.99520230289e-06
C4 C4 BAR E4 ||| E4 ||| 0.79992520718
C4 C4 BAR E4 ||| D4 ||| 0.199982801651
C4 C4 BAR E4 ||| <UNK> ||| 1.99980801843e-06
BAR E4 E4 BAR F#4 ||| G4 ||| 0.999530225492
BAR E4 E4 BAR F#4 ||| <UNK> ||| 9.99520230289e-06
BAR F4 F4 B-4 ||| A4 ||| 0.999530225492
BAR F4 F4 B-4 ||| <UNK> ||| 9.99520230289e-06
G4 BAR A4 E4 ||| E4 ||| 0.2499725033
G4 BAR A4 E4 ||| G4 ||| 0.2499725033
G4 BAR A4 E4 ||| F4 ||| 0.499942506899
G4 BAR A4 E4 ||| <UNK> ||| 2.499700036e-06
B3 C#4 BAR A4 ||| G4 ||| 0.999530225492
B3 C#4 BAR A4 ||| <UNK> ||| 9.99520230289e-06
BAR E-4 D4 C4 ||| B-3 ||| 0.999530225492
BAR E-4 D4 C4 ||| <UNK> ||| 9.99520230289e-06
G4 BAR A4 G4 ||| G4 ||| 0.364581614592
G4 BAR A4 G4 ||| F#4 ||| 0.0312499479169
G4 BAR A4 G4 ||| F4 ||| 0.479164375011
G4 BAR A4 G4 ||| E-4 ||| 0.0104167187497
G4 BAR A4 G4 ||| A4 ||| 0.0833330208349
G4 BAR A4 G4 ||| B-4 ||| 0.0104167187497
G4 BAR A4 G4 ||| E4 ||| 0.0104167187497
G4 BAR A4 G4 ||| <UNK> ||| 1.04166145836e-07
G4 BAR A4 G4 ||| C4 ||| 0.0104167187497
BAR B4 R E4 BAR ||| E4 ||| 0.999530225492
BAR B4 R E4 BAR ||| <UNK> ||| 9.99520230289e-06
A3 G3 BAR B3 ||| E4 ||| 0.999530225492
A3 G3 BAR B3 ||| <UNK> ||| 9.99520230289e-06
E5 BAR D5 B4 BAR ||| G4 ||| 0.999530225492
E5 BAR D5 B4 BAR ||| <UNK> ||| 9.99520230289e-06
D4 C4 R BAR ||| <UNK> ||| 2.499700036e-06
D4 C4 R BAR ||| C4 ||| 0.999882514098
C4 D4 G3 ||| A3 ||| 0.749912510499
C4 D4 G3 ||| <UNK> ||| 2.499700036e-06
C4 D4 G3 ||| C4 ||| 0.2499725033
E5 G4 BAR D5 ||| D5 ||| 0.999765056386
E5 G4 BAR D5 ||| <UNK> ||| 4.99880028793e-06
BAR D4 C4 B3 BAR ||| B4 ||| 0.166655000933
BAR D4 C4 B3 BAR ||| <UNK> ||| 1.666533344e-06
BAR D4 C4 B3 BAR ||| C4 ||| 0.499961669733
BAR D4 C4 B3 BAR ||| F4 ||| 0.166655000933
BAR D4 C4 B3 BAR ||| B3 ||| 0.166655000933
E4 BAR C5 B4 ||| A4 ||| 0.999530225492
E4 BAR C5 B4 ||| <UNK> ||| 9.99520230289e-06
BAR D4 F4 E-4 ||| E-4 ||| 0.999530225492
BAR D4 F4 E-4 ||| <UNK> ||| 9.99520230289e-06
C4 B-3 A3 BAR ||| A3 ||| 0.374978751275
C4 B-3 A3 BAR ||| R ||| 0.249986250825
C4 B-3 A3 BAR ||| G3 ||| 0.249986250825
C4 B-3 A3 BAR ||| D4 ||| 0.124993750375
C4 B-3 A3 BAR ||| <UNK> ||| 1.2499250045e-06
F4 BAR G4 F4 BAR ||| E4 ||| 0.999530225492
F4 BAR G4 F4 BAR ||| <UNK> ||| 9.99520230289e-06
B3 C4 A3 ||| E4 ||| 0.142848776084
B3 C4 A3 ||| D4 ||| 0.285696123694
B3 C4 A3 ||| <UNK> ||| 1.4284734761e-06
B3 C4 A3 ||| A3 ||| 0.285696123694
B3 C4 A3 ||| B3 ||| 0.285696123694
F4 D4 B3 ||| E4 ||| 0.999921672933
F4 D4 B3 ||| <UNK> ||| 1.666533344e-06
BAR G4 F#4 B3 ||| <UNK> ||| 9.99520230289e-06
BAR G4 F#4 B3 ||| B3 ||| 0.999530225492
F#4 BAR B4 E4 ||| A4 ||| 0.999530225492
F#4 BAR B4 E4 ||| <UNK> ||| 9.99520230289e-06
BAR G4 BAR G4 B4 BAR ||| G4 ||| 0.999530225492
BAR G4 BAR G4 B4 BAR ||| <UNK> ||| 9.99520230289e-06
F4 BAR E4 BAR C5 ||| A4 ||| 0.999765056386
F4 BAR E4 BAR C5 ||| <UNK> ||| 4.99880028793e-06
C4 G4 BAR G4 ||| G4 ||| 0.222211482054
C4 G4 BAR G4 ||| F4 ||| 0.333316667556
C4 G4 BAR G4 ||| A4 ||| 0.111106296553
C4 G4 BAR G4 ||| B-4 ||| 0.111106296553
C4 G4 BAR G4 ||| F#4 ||| 0.111106296553
C4 G4 BAR G4 ||| D4 ||| 0.111106296553
C4 G4 BAR G4 ||| <UNK> ||| 1.11105185501e-06
D4 C4 BAR A4 ||| G4 ||| 0.833300834633
D4 C4 BAR A4 ||| A4 ||| 0.166660833567
D4 C4 BAR A4 ||| <UNK> ||| 8.33300001333e-07
BAR G4 B-4 C5 ||| B4 ||| 0.999765056386
BAR G4 B-4 C5 ||| <UNK> ||| 4.99880028793e-06
D4 D4 D#4 BAR ||| E4 ||| 0.999765056386
D4 D4 D#4 BAR ||| <UNK> ||| 4.99880028793e-06
BAR A4 G4 E4 BAR ||| G4 ||| 0.999530225492
BAR A4 G4 E4 BAR ||| <UNK> ||| 9.99520230289e-06
B-3 BAR A3 G3 ||| F3 ||| 0.666563349864
B-3 BAR A3 G3 ||| G3 ||| 0.333283341332
B-3 BAR A3 G3 ||| <UNK> ||| 3.33280008532e-06
D#4 G4 G4 BAR ||| G4 ||| 0.999530225492
D#4 G4 G4 BAR ||| <UNK> ||| 9.99520230289e-06
C5 D5 B4 ||| G4 ||| 0.199982801651
C5 D5 B4 ||| B4 ||| 0.199982801651
C5 D5 B4 ||| E4 ||| 0.199982801651
C5 D5 B4 ||| D5 ||| 0.199982801651
C5 D5 B4 ||| C5 ||| 0.199982801651
C5 D5 B4 ||| <UNK> ||| 1.99980801843e-06
BAR F4 ||| G4 ||| 0.999530225492
BAR F4 ||| <UNK> ||| 9.99520230289e-06
D4 BAR E4 C5 ||| B4 ||| 0.999882514098
D4 BAR E4 C5 ||| <UNK> ||| 2.499700036e-06
BAR G3 D4 C4 BAR ||| <UNK> ||| 9.99520230289e-06
BAR G3 D4 C4 BAR ||| C4 ||| 0.999530225492
BAR C4 G4 F#4 ||| E4 ||| 0.333283341332
BAR C4 G4 F#4 ||| D4 ||| 0.333283341332
BAR C4 G4 F#4 ||| G4 ||| 0.333283341332
BAR C4 G4 F#4 ||| <UNK> ||| 3.33280008532e-06
BAR A4 A4 G#4 BAR ||| E4 ||| 0.999530225492
BAR A4 A4 G#4 BAR ||| <UNK> ||| 9.99520230289e-06
C4 BAR F4 G4 ||| F4 ||| 0.199982801651
C4 BAR F4 G4 ||| A4 ||| 0.79992520718
C4 BAR F4 G4 ||| <UNK> ||| 1.99980801843e-06
C5 B4 B4 BAR ||| B4 ||| 0.0999962001824
C5 B4 B4 BAR ||| A4 ||| 0.0999962001824
C5 B4 B4 BAR ||| C5 ||| 0.799962601795
C5 B4 B4 BAR ||| <UNK> ||| 9.99952002304e-07
D5 D5 G#4 BAR ||| A4 ||| 0.999765056386
D5 D5 G#4 BAR ||| <UNK> ||| 4.99880028793e-06
A4 F4 E4 BAR ||| D4 ||| 0.499885027593
A4 F4 E4 BAR ||| F4 ||| 0.499885027593
A4 F4 E4 BAR ||| <UNK> ||| 4.99880028793e-06
D5 E-5 B-4 ||| G4 ||| 0.999765056386
D5 E-5 B-4 ||| <UNK> ||| 4.99880028793e-06
C#4 D4 G#3 BAR ||| A3 ||| 0.999530225492
C#4 D4 G#3 BAR ||| <UNK> ||| 9.99520230289e-06
A4 BAR C5 C5 ||| C5 ||| 0.999530225492
A4 BAR C5 C5 ||| <UNK> ||| 9.99520230289e-06
D3 A3 BAR A3 ||| G3 ||| 0.999530225492
D3 A3 BAR A3 ||| <UNK> ||| 9.99520230289e-06
C#4 BAR A4 A4 BAR ||| E4 ||| 0.999530225492
C#4 BAR A4 A4 BAR ||| <UNK> ||| 9.99520230289e-06
D4 G3 G3 ||| F3 ||| 0.499885027593
D4 G3 G3 ||| END ||| 0.499885027593
D4 G3 G3 ||| <UNK> ||| 4.99880028793e-06
B3 E4 E4 ||| F4 ||| 0.399963603494
B3 E4 E4 ||| A3 ||| 0.199982801651
B3 E4 E4 ||| END ||| 0.399963603494
B3 E4 E4 ||| <UNK> ||| 1.99980801843e-06
BAR G#3 E3 A3 ||| A3 ||| 0.999765056386
BAR G#3 E3 A3 ||| <UNK> ||| 4.99880028793e-06
E4 E4 BAR B3 ||| A3 ||| 0.999530225492
E4 E4 BAR B3 ||| <UNK> ||| 9.99520230289e-06
B3 BAR G#3 B3 ||| <UNK> ||| 4.99880028793e-06
B3 BAR G#3 B3 ||| C4 ||| 0.999765056386
F#4 G#4 BAR E4 ||| E4 ||| 0.499885027593
F#4 G#4 BAR E4 ||| G4 ||| 0.499885027593
